rank,stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,reject_reason,early_reject_reason
89,2399,映泰,37.05,1.37,9.94,21.55,8.67,63.1,1,-21.7,4626999.0,-3000.0,3943749.0,-20000.0,False,False,0.0,0.0,0.0,未通過,未通過
90,2377,微星,88.7,1.1,-0.22,-3.18,5.51,43.6,0,-11.9,-171338.0,-13000.0,-2581642.0,-10000.0,False,False,0.0,0.0,0.0,未通過,未通過
91,2464,盟立,74.3,1.38,-1.07,4.58,4.47,57.3,2,8.0,576100.0,0.0,1027494.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
92,2458,義隆,136.5,0.82,0.0,2.48,3.96,57.7,5,19.8,1384000.0,-337255.0,5139491.0,90085.0,False,False,0.0,0.0,0.0,未通過,未通過
93,2474,可成,200.0,1.01,1.27,5.94,4.24,67.1,2,-25.0,584164.0,-275085.0,818259.0,-561905.0,False,False,0.0,0.0,0.0,未通過,未通過
94,2467,志聖,510.0,0.28,-6.93,23.64,7.71,68.6,0,77.6,-260391.0,-56000.0,-139851.0,52000.0,False,False,0.0,0.0,0.0,未通過,未通過
95,2481,強茂,100.0,0.81,1.01,4.22,14.85,54.8,2,19.1,1134004.0,63000.0,3234621.0,-3036000.0,False,False,0.0,0.0,0.0,未通過,未通過
96,2484,希華,36.65,1.52,6.39,25.56,11.51,69.4,1,-4.6,-192000.0,246853.0,1557900.0,246853.0,False,False,0.0,0.0,0.0,未通過,未通過
97,2485,兆赫,79.9,1.04,2.04,11.62,54.4,61.7,7,200.1,1163977.0,8000.0,-5244773.0,22000.0,False,False,0.0,0.0,0.0,未通過,未通過
98,2472,立隆電,181.5,2.24,1.68,40.39,24.95,81.5,3,9.3,952014.0,-1000.0,1381014.0,-1000.0,False,False,0.0,0.0,0.0,未通過,未通過
99,2486,一詮,181.0,0.18,-5.48,18.3,6.74,62.1,2,20.1,287000.0,0.0,-1697919.0,74000.0,False,False,0.0,0.0,0.0,未通過,未通過
100,2489,瑞軒,42.25,0.15,-7.55,10.15,7.1,57.3,1,11.2,2138010.0,0.0,-20477919.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
101,2493,揚博,152.5,1.63,9.71,35.97,13.43,76.3,0,-6.2,-777000.0,-2000.0,1099143.0,-13000.0,False,False,0.0,0.0,0.0,未通過,未通過
102,2492,華新科,144.5,1.43,1.05,12.4,34.91,62.8,12,11.1,1123797.0,3000.0,8205887.0,112000.0,False,False,0.0,0.0,0.0,未通過,未通過
103,2495,普安,45.2,1.3,9.98,30.43,11.29,74.3,4,61.0,3765980.0,-3000.0,7278684.0,-28000.0,False,False,0.0,0.0,0.0,未通過,未通過
104,2603,長榮,203.0,1.22,1.0,-1.85,20.56,49.6,2,-17.9,2916820.0,-1238170.0,3258837.0,-2147908.0,False,False,0.0,0.0,0.0,未通過,未通過
105,2605,新興,35.7,1.55,-1.52,-8.38,6.22,41.1,0,34.7,-966.0,0.0,249962.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
106,2476,鉅祥,108.0,1.08,2.37,25.13,9.62,76.3,2,42.0,3732.0,0.0,1074020.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
107,2609,陽明,51.5,1.06,2.18,-6.69,9.56,39.9,0,-5.9,-964324.0,-75151.0,-13107541.0,-264181.0,False,False,0.0,0.0,0.0,未通過,未通過
108,2610,華航,18.25,1.0,0.0,-1.57,5.91,41.1,0,20.0,-5089191.0,-3776000.0,-18966331.0,-81000.0,False,False,0.0,0.0,0.0,未通過,未通過
109,2618,長榮航,34.75,1.46,-1.14,0.36,9.8,46.5,2,18.5,4306615.0,-7036652.0,5622421.0,-7784629.0,False,False,0.0,0.0,0.0,未通過,未通過
110,2615,萬海,77.6,1.13,1.84,-0.45,7.91,50.1,2,-10.7,4501568.0,-24851.0,4064506.0,-125693.0,False,False,0.0,0.0,0.0,未通過,未通過
111,2912,統一超,231.5,1.31,1.76,4.47,5.98,62.3,2,4.9,1041104.0,-66152.0,766825.0,-190304.0,False,False,0.0,0.0,0.0,未通過,未通過
112,3005,神基,97.5,1.19,-0.61,-15.92,4.74,27.4,1,-7.4,516775.0,-302000.0,-1577646.0,-685000.0,False,False,0.0,0.0,0.0,未通過,未通過
113,2330,台積電,2080.0,1.17,1.22,10.58,974.35,68.7,2,45.2,4825960.0,-52482.0,22505234.0,-4260742.0,False,False,0.0,0.0,0.0,未通過,未通過
114,2337,旺宏,142.0,1.3,-8.68,10.16,382.76,56.0,2,96.5,-42429928.0,718000.0,-26748387.0,3567000.0,False,False,0.0,0.0,0.0,未通過,未通過
115,2347,聯強,82.2,1.45,0.0,7.08,6.4,65.4,3,64.7,4197543.0,-2723060.0,6619097.0,-2822118.0,False,False,0.0,0.0,0.0,未通過,未通過
116,2345,智邦,1970.0,1.57,4.23,23.14,146.62,70.8,6,44.4,574759.0,438156.0,496701.0,702012.0,False,False,0.0,0.0,0.0,未通過,未通過
117,2355,敬鵬,51.5,0.42,-0.19,8.64,6.46,60.0,2,5.7,1318000.0,-41109.0,783298.0,-79214.0,False,False,0.0,0.0,0.0,未通過,未通過
118,1582,信錦,102.0,0.55,-0.49,7.85,5.37,58.3,0,-0.1,-6980.0,0.0,720929.0,269000.0,False,False,0.0,0.0,0.0,未通過,未通過
119,1309,台達化,21.25,0.7,-5.76,9.32,3.71,53.7,1,-8.4,1080050.0,0.0,-1133675.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
120,1301,台塑,52.3,0.8,-3.68,10.05,24.28,61.1,4,1.5,6379305.0,1197886.0,127043710.0,551435.0,False,False,0.0,0.0,0.0,未通過,未通過
121,1101,台泥,24.6,0.91,-2.77,1.86,8.36,51.9,0,-9.0,-12766348.0,-63000.0,-20626477.0,-148000.0,False,False,0.0,0.0,0.0,未通過,未通過
122,1102,亞泥,35.35,0.93,-0.56,1.5,3.18,52.8,0,-18.1,-3066074.0,-586477.0,-8337413.0,-1533317.0,False,False,0.0,0.0,0.0,未通過,未通過
123,3030,德律,308.0,0.56,1.65,17.23,17.8,69.1,0,14.7,-217949.0,-3000.0,-2697653.0,-22000.0,False,False,0.0,0.0,0.0,未通過,未通過
124,3028,增你強,62.9,1.15,-1.87,15.9,6.98,66.8,0,125.2,-1280294.0,0.0,172214.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
125,3026,禾伸堂,223.0,0.25,-2.83,59.06,8.07,82.6,0,0.1,-680662.0,-2000.0,-1901184.0,-5000.0,False,False,0.0,0.0,0.0,未通過,未通過
126,3023,信邦,268.5,1.02,0.19,6.04,3.49,58.3,7,7.5,811008.0,-364000.0,1355044.0,-574000.0,False,False,0.0,0.0,0.0,未通過,未通過
127,3019,亞光,127.0,1.61,-3.05,-0.75,6.05,46.9,0,12.3,-1673000.0,0.0,-1848412.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
128,3017,奇鋐,2325.0,0.9,0.65,14.85,76.06,64.7,3,111.7,-416747.0,170174.0,-671210.0,243104.0,False,False,0.0,0.0,0.0,未通過,未通過
129,3010,華立,135.0,0.52,0.0,6.11,1.34,61.4,1,23.7,298828.0,-46001.0,116883.0,-49002.0,False,False,0.0,0.0,0.0,未通過,未通過
130,3008,大立光,2820.0,2.05,5.62,21.5,120.31,76.3,0,10.8,-192057.0,-110015.0,966428.0,-285264.0,False,False,0.0,0.0,0.0,未通過,未通過
131,2731,雄獅,160.0,0.78,-0.93,-3.46,1.91,43.3,0,10.9,-443000.0,0.0,-2137891.0,-1000.0,False,False,0.0,0.0,0.0,未通過,未通過
132,3006,晶豪科,156.0,0.83,-2.8,-5.88,19.9,46.7,0,188.1,-744536.0,-11000.0,-297346.0,-48000.0,False,False,0.0,0.0,0.0,未通過,未通過
133,3062,建漢,30.7,0.54,-2.38,14.07,4.15,59.3,1,30.9,1459350.0,0.0,1238465.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
134,3031,佰鴻,32.35,0.93,4.02,38.46,5.84,80.2,0,22.7,-264000.0,0.0,-3015000.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
135,3036,文曄,229.5,1.07,0.88,-0.53,15.57,56.1,5,118.9,3650967.0,-3520349.0,8365996.0,-7924391.0,False,False,0.0,0.0,0.0,未通過,未通過
136,3037,欣興,618.0,0.27,3.52,18.02,49.59,63.1,2,23.3,3579485.0,-1385834.0,-25651567.0,27785166.0,False,False,0.0,0.0,0.0,未通過,未通過
137,3035,智原,149.5,1.59,-2.29,-1.03,5.36,47.5,6,-69.4,465105.0,0.0,628505.0,-1611.0,False,False,0.0,0.0,0.0,未通過,未通過
138,3034,聯詠,405.0,1.49,1.63,4.99,18.3,60.2,2,-9.6,1246502.0,-125680.0,1627809.0,-291318.0,False,False,0.0,0.0,0.0,未通過,未通過
139,3376,新日興,192.0,1.56,-3.27,-6.28,16.15,42.8,4,-9.6,145775.0,1000.0,-2767471.0,37000.0,False,False,0.0,0.0,0.0,未通過,未通過
140,3406,玉晶光,509.0,1.42,-1.74,14.27,18.03,70.6,0,14.3,-454159.0,-21000.0,1326826.0,560000.0,False,False,0.0,0.0,0.0,未通過,未通過
141,3413,京鼎,315.0,0.7,-2.17,3.18,6.35,55.9,0,26.8,-53991.0,-9000.0,692047.0,48000.0,False,False,0.0,0.0,0.0,未通過,未通過
142,3443,創意,3070.0,1.12,0.66,24.12,118.37,69.9,4,33.5,-147231.0,209421.0,88118.0,408853.0,False,False,0.0,0.0,0.0,未通過,未通過
143,3450,聯鈞,345.5,0.95,9.86,24.91,85.5,70.4,4,-25.6,2611897.0,0.0,6059275.0,793000.0,False,False,0.0,0.0,0.0,未通過,未通過
144,3481,群創,27.6,1.18,1.28,3.63,135.91,57.3,3,33.1,96176975.0,-299687.0,197425229.0,856145.0,False,False,0.0,0.0,0.0,未通過,未通過
145,3532,台勝科,193.5,1.51,8.1,37.6,21.76,74.1,6,15.8,1066565.0,845000.0,3291276.0,1676000.0,False,False,0.0,0.0,0.0,未通過,未通過
146,3533,嘉澤,2375.0,1.48,6.74,19.29,42.05,66.4,1,23.4,-23279.0,107648.0,90380.0,-127455.0,False,False,0.0,0.0,0.0,未通過,未通過
147,3535,晶彩科,129.0,0.3,-0.39,4.57,5.03,57.6,1,-9.3,13000.0,0.0,-2958461.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
148,3090,日電貿,107.0,1.24,0.47,12.45,13.05,66.6,5,34.1,1006000.0,-13911.0,4280157.0,-43820.0,False,False,0.0,0.0,0.0,未通過,未通過
149,3138,耀登,176.5,0.87,0.0,-0.65,5.75,49.9,0,32.1,-148689.0,0.0,178184.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
150,3149,正達,42.0,0.91,-2.33,-7.02,1.89,42.5,0,-25.1,-331000.0,0.0,544543.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
151,3167,大量,701.0,0.63,4.32,70.36,5.01,82.2,0,146.8,-39990.0,-2000.0,78269.0,-79000.0,False,False,0.0,0.0,0.0,未通過,未通過
152,3189,景碩,383.5,1.23,3.37,12.76,162.24,61.1,3,25.1,3957203.0,-761467.0,7961738.0,-3292665.0,False,False,0.0,0.0,0.0,未通過,未通過
153,3042,晶技,130.5,0.75,-2.25,33.16,26.94,82.7,1,2.7,3732894.0,-1091000.0,1525013.0,-1262000.0,False,False,0.0,0.0,0.0,未通過,未通過
154,3045,台灣大,110.0,1.08,0.0,1.12,8.32,62.8,16,5.8,3623123.0,-477615.0,12276108.0,-1229677.0,False,False,0.0,0.0,0.0,未通過,未通過
155,3661,世芯-KY,3210.0,0.96,0.31,4.6,60.46,55.6,7,-46.6,362363.0,58073.0,1041408.0,135500.0,False,False,0.0,0.0,0.0,未通過,未通過
156,3653,健策,4155.0,0.99,3.88,10.12,48.6,61.4,1,18.9,-30197.0,33640.0,-269702.0,37521.0,False,False,0.0,0.0,0.0,未通過,未通過
157,3673,TPK-KY,66.5,1.13,9.92,46.34,9.91,83.7,3,23.6,2576000.0,0.0,4931212.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
