rank,stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,reject_reason,early_reject_reason
138,6670,復盛應用,265.5,1.1,0.76,-1.54,1.31,47.9,6,-1.8,206000.0,-12387.0,488400.0,-19770.0,False,False,0.0,0.0,0.0,量比1.10；成交額不足,量比1.10；成交額不足
139,6669,緯穎,3630.0,0.97,1.4,-4.03,47.17,48.1,0,13.9,-121657.0,-4141.0,186075.0,-34213.0,False,False,0.0,0.0,0.0,量比0.97,量比0.97
140,6526,達發,474.5,1.11,-0.73,-5.43,1.99,45.6,0,5.7,-6951.0,-44722.0,-79725.0,-103722.0,False,False,0.0,0.0,0.0,量比1.11；成交額不足,量比1.11；成交額不足
141,6515,穎崴,7930.0,0.84,-0.81,17.92,16.18,63.2,0,69.2,-9267.0,-21415.0,53086.0,-25169.0,False,False,0.0,0.0,0.0,量比0.84,量比0.84
142,6505,台塑化,52.0,0.7,-1.33,-8.85,5.74,41.5,2,7.8,527044.0,915000.0,-10022337.0,-450464.0,False,False,0.0,0.0,0.0,量比0.70,量比0.70
143,6472,保瑞,411.5,0.83,2.24,-10.55,4.26,35.7,3,4.2,293131.0,-929.0,982949.0,-138929.0,False,False,0.0,0.0,0.0,量比0.83,量比0.83
144,6456,GIS-KY,52.8,0.99,-2.4,-9.46,2.19,44.7,0,-15.2,-638000.0,-945.0,-800423.0,5168.0,False,False,0.0,0.0,0.0,量比0.99；成交額不足,量比0.99；漲幅-2.4%；成交額不足
145,6285,啟碁,225.5,0.72,-0.22,26.93,71.84,71.3,5,3.8,-956585.0,928709.0,2428752.0,7937709.0,False,False,0.0,0.0,0.0,量比0.72；乖離26.9%,量比0.72；乖離26.9%
146,6446,藥華藥,646.0,0.84,2.38,-0.78,9.3,50.0,1,64.4,303060.0,-2000.0,52617.0,2000.0,False,False,0.0,0.0,0.0,量比0.84,量比0.84
147,6443,元晶,35.5,1.26,-4.18,-22.7,15.72,33.2,1,-63.7,11750110.0,0.0,5367924.0,0.0,False,False,0.0,0.0,0.0,量比1.26,量比1.26；漲幅-4.2%
148,6442,光聖,2325.0,1.09,9.93,17.59,77.92,63.5,1,75.6,543055.0,-10000.0,216248.0,-160539.0,False,False,0.0,0.0,0.0,量比1.09,量比1.09；漲幅9.9%
149,6438,迅得,179.5,1.15,0.0,10.63,8.92,63.3,0,15.7,-283833.0,0.0,-12834.0,0.0,False,False,0.0,0.0,0.0,量比1.15,量比1.15
150,6426,統新,197.0,1.64,9.75,27.13,10.6,65.3,1,70.0,981650.0,0.0,426340.0,0.0,False,False,0.0,0.0,0.0,乖離27.1%,漲幅9.7%；乖離27.1%
151,6415,矽力*-KY,279.5,1.04,-0.89,2.01,12.54,50.6,0,12.0,-531844.0,-231000.0,-406514.0,-620000.0,False,False,0.0,0.0,0.0,量比1.04,量比1.04
152,6414,樺漢,283.0,1.25,1.8,3.9,3.93,57.5,1,19.2,214474.0,-9000.0,-8526.0,5000.0,False,False,0.0,0.0,0.0,量比1.25,量比1.25
153,6409,旭隼,714.0,1.52,-0.83,-8.18,7.72,37.9,2,-22.0,16588.0,130.0,-203112.0,-718.0,False,False,0.0,0.0,0.0,未通過,未通過
154,6451,訊芯-KY,432.0,2.4,9.92,59.78,50.42,76.8,1,-25.4,-532178.0,81000.0,-474989.0,80563.0,False,False,0.0,0.0,0.0,乖離59.8%,漲幅9.9%；乖離59.8%
155,2354,鴻準,50.1,0.96,-0.99,-5.65,2.63,37.4,0,-61.1,-352932.0,-1000.0,430851.0,0.0,False,False,0.0,0.0,0.0,量比0.96,量比0.96
156,2351,順德,123.0,1.03,5.13,29.37,12.27,71.8,0,11.9,-1130000.0,0.0,-3740845.0,0.0,False,False,0.0,0.0,0.0,量比1.03；乖離29.4%,量比1.03；乖離29.4%
157,2347,聯強,79.3,0.74,-2.22,5.21,3.25,59.5,0,64.7,-1411750.0,-408021.0,-962957.0,1231298.0,False,False,0.0,0.0,0.0,量比0.74,量比0.74；漲幅-2.2%
158,2344,華邦電,93.5,1.01,2.75,-10.64,157.49,43.4,1,91.5,18830999.0,-1920512.0,18018771.0,-3367173.0,False,False,0.0,0.0,0.0,量比1.01,量比1.01
159,2340,台亞,28.25,0.85,-5.2,4.61,1.6,54.4,0,-10.2,-1056000.0,0.0,-235998.0,0.0,False,False,0.0,0.0,0.0,量比0.85；成交額不足,量比0.85；漲幅-5.2%；成交額不足
160,2330,台積電,2000.0,1.1,2.3,7.03,776.69,63.9,4,45.2,8159941.0,-175389.0,27275316.0,172635.0,False,False,0.0,0.0,0.0,量比1.10,量比1.10
161,2329,華泰,54.1,1.26,3.84,1.26,8.26,51.3,1,10.1,1211265.0,-8000.0,2140333.0,-53000.0,False,False,0.0,0.0,0.0,量比1.26,量比1.26
162,3031,佰鴻,28.35,2.77,9.88,28.3,4.26,73.5,0,22.7,-457000.0,0.0,1174000.0,0.0,False,False,0.0,0.0,0.0,乖離28.3%,漲幅9.9%；乖離28.3%
163,2317,鴻海,200.5,1.21,0.25,-3.26,121.5,45.7,0,45.6,-4481158.0,-415577.0,1696579.0,-1024721.0,False,False,0.0,0.0,0.0,量比1.21,量比1.21
164,2316,楠梓電,118.0,1.52,9.77,18.05,15.13,63.4,3,16.5,1881292.0,0.0,9080577.0,-2475000.0,False,False,0.0,0.0,0.0,未通過,漲幅9.8%
165,2313,華通,286.0,0.82,1.6,22.92,249.55,68.8,2,11.1,2337326.0,-19390.0,-4992355.0,-1439089.0,False,False,0.0,0.0,0.0,量比0.82,量比0.82
166,2312,金寶,22.45,1.23,-1.54,-2.43,2.79,45.5,1,-13.1,-3756000.0,3000.0,4186980.0,5000.0,False,False,0.0,0.0,0.0,量比1.23,量比1.23
167,2308,台達電,1735.0,0.94,5.47,20.65,199.13,68.1,5,37.6,581401.0,25109.0,5544991.0,-105808.0,False,False,0.0,0.0,0.0,量比0.94,量比0.94
168,2303,聯電,62.0,1.14,3.33,4.21,94.66,56.6,1,4.9,23681756.0,-116455.0,16414793.0,26774660.0,False,False,0.0,0.0,0.0,量比1.14,量比1.14
169,2233,宇隆,213.0,1.46,0.24,-5.55,1.97,42.0,1,2.9,169895.0,0.0,-119105.0,-4000.0,False,False,0.0,0.0,0.0,成交額不足,成交額不足
170,2207,和泰車,508.0,1.4,2.11,1.02,2.33,51.7,3,1.3,177656.0,-5000.0,261207.0,-3874.0,False,False,0.0,0.0,0.0,成交額不足,成交額不足
171,2324,仁寶,28.2,1.31,3.3,-7.49,10.16,40.9,1,17.0,4072702.0,-918632.0,-2599864.0,-2810454.0,False,False,0.0,0.0,0.0,未通過,未通過
172,2402,毅嘉,61.3,1.46,9.86,17.5,17.47,66.4,3,13.5,7451963.0,-5996.0,10594963.0,-33996.0,False,False,0.0,0.0,0.0,未通過,漲幅9.9%
173,2399,映泰,34.2,0.73,-3.53,16.66,5.0,58.6,0,-21.7,-115434.0,-3000.0,-8521304.0,-20000.0,False,False,0.0,0.0,0.0,量比0.73,量比0.73；漲幅-3.5%
174,2395,研華,346.0,1.05,-0.57,2.31,8.96,57.5,4,21.8,408689.0,-606708.0,2462253.0,-672883.0,False,False,0.0,0.0,0.0,量比1.05,量比1.05
175,2393,億光,69.7,0.9,-1.97,6.64,1.92,61.7,0,-4.3,-733500.0,-67466.0,2382049.0,-111186.0,False,False,0.0,0.0,0.0,量比0.90；成交額不足,量比0.90；成交額不足
176,2388,威盛,53.5,0.61,-1.29,5.97,1.55,54.3,0,69.4,-511975.0,-8000.0,1609025.0,-9000.0,False,False,0.0,0.0,0.0,量比0.61；成交額不足,量比0.61；成交額不足
177,2385,群光,124.5,0.69,0.0,1.1,2.53,57.1,0,3.9,-153461.0,-76533.0,1062381.0,91344.0,False,False,0.0,0.0,0.0,量比0.69,量比0.69
178,2383,台光電,3420.0,0.95,6.21,26.82,101.99,71.4,7,56.6,-194742.0,110048.0,543050.0,233677.0,False,False,0.0,0.0,0.0,量比0.95；乖離26.8%,量比0.95；乖離26.8%
179,2355,敬鵬,53.9,1.53,1.89,16.16,33.79,68.2,0,5.7,-2716792.0,-34040.0,1883208.0,-58067.0,False,False,0.0,0.0,0.0,未通過,未通過
180,2379,瑞昱,508.0,0.92,-0.78,5.77,12.34,60.6,11,4.5,839.0,111485.0,527157.0,378556.0,False,False,0.0,0.0,0.0,量比0.92,量比0.92
181,2371,大同,31.9,1.05,0.31,-0.4,6.13,46.8,1,8.4,1439641.0,-45351.0,-1680481.0,-97827.0,False,False,0.0,0.0,0.0,量比1.05,量比1.05
182,2369,菱生,30.9,1.3,1.48,4.76,6.63,53.9,0,33.4,-3097898.0,-1000.0,-2248548.0,-2000.0,False,False,0.0,0.0,0.0,量比1.30,量比1.30
183,2368,金像電,1090.0,1.06,-0.46,21.2,97.87,67.7,10,63.1,419601.0,10786.0,2267873.0,832816.0,False,False,0.0,0.0,0.0,量比1.06,量比1.06
184,2367,燿華,75.0,0.92,-3.23,3.56,85.01,57.2,0,-15.2,-29884498.0,-10075.0,7907138.0,-78213.0,False,False,0.0,0.0,0.0,量比0.92,量比0.92；漲幅-3.2%
185,2360,致茂,1785.0,0.91,-2.99,16.64,73.4,63.9,2,63.5,-967215.0,3547.0,-176317.0,374097.0,False,False,0.0,0.0,0.0,量比0.91,量比0.91；漲幅-3.0%
186,2357,華碩,578.0,1.16,1.76,3.29,20.92,57.7,0,33.8,-324399.0,-134640.0,-97373.0,-117256.0,False,False,0.0,0.0,0.0,量比1.16,量比1.16
187,2356,英業達,44.3,1.23,1.14,4.5,9.02,57.4,3,47.1,6779547.0,-105689.0,14779990.0,2173365.0,False,False,0.0,0.0,0.0,量比1.23,量比1.23
188,2382,廣達,321.5,1.22,2.72,10.93,125.76,70.4,13,88.4,11030247.0,1344974.0,59530095.0,1983583.0,False,False,0.0,0.0,0.0,量比1.22,量比1.22
189,1519,華城,814.0,0.57,0.99,-8.38,7.88,41.3,0,3.4,-119340.0,-53000.0,-649606.0,27800.0,False,False,0.0,0.0,0.0,量比0.57,量比0.57
190,1514,亞力,104.5,1.02,1.46,-6.46,1.43,41.8,1,3.4,131167.0,0.0,-26386.0,0.0,False,False,0.0,0.0,0.0,量比1.02；成交額不足,量比1.02；成交額不足
191,8046,南電,667.0,0.7,-0.3,24.16,138.5,67.7,17,39.0,-2364940.0,1227000.0,-3631196.0,2348000.0,False,False,0.0,0.0,0.0,量比0.70,量比0.70
192,8039,台虹,137.0,1.17,0.74,19.18,45.91,71.1,0,10.5,-913098.0,-5523.0,5402477.0,-11089.0,False,False,0.0,0.0,0.0,量比1.17,量比1.17
193,8033,雷虎,130.0,0.97,-0.76,-9.5,2.72,37.4,0,5.3,-10965.0,0.0,-277696.0,0.0,False,False,0.0,0.0,0.0,量比0.97,量比0.97
194,8028,昇陽半導體,199.0,1.26,-3.16,8.49,33.93,57.8,4,25.6,277909.0,-3000.0,6273579.0,-27000.0,False,False,0.0,0.0,0.0,量比1.26,量比1.26；漲幅-3.2%
195,8021,尖點,317.5,0.31,9.86,26.46,17.75,68.8,2,51.4,942751.0,-3440.0,3905741.0,-3994.0,False,False,0.0,0.0,0.0,量比0.31；乖離26.5%,量比0.31；漲幅9.9%；乖離26.5%
196,2105,正新,31.65,0.83,-0.94,4.93,2.48,57.9,0,7.2,-1840784.0,-126594.0,1455930.0,-292264.0,False,False,0.0,0.0,0.0,量比0.83；成交額不足,量比0.83；成交額不足
197,6933,AMAX-KY,178.0,1.6,9.88,31.61,3.23,74.9,1,-13.7,101000.0,0.0,-58500.0,0.0,False,False,0.0,0.0,0.0,乖離31.6%,漲幅9.9%；乖離31.6%
198,6861,睿生光電,136.0,1.37,0.74,-6.39,1.48,52.2,0,52.6,-52000.0,0.0,-488930.0,0.0,False,False,0.0,0.0,0.0,成交額不足,成交額不足
199,6830,汎銓,700.0,0.19,8.02,58.03,3.64,81.6,3,22.9,28425.0,0.0,400626.0,0.0,False,False,0.0,0.0,0.0,量比0.19；乖離58.0%,量比0.19；乖離58.0%
200,6805,富世達,1865.0,0.93,1.36,2.1,31.11,53.9,1,95.0,233511.0,-184936.0,-651500.0,-447593.0,False,False,0.0,0.0,0.0,量比0.93,量比0.93
201,6789,采鈺,336.5,0.82,-0.74,-0.04,9.29,53.7,0,6.2,-190231.0,-9000.0,-576824.0,-7248.0,False,False,0.0,0.0,0.0,量比0.82,量比0.82
202,6782,視陽,206.5,1.27,-1.9,4.43,0.92,58.1,2,32.4,110000.0,0.0,406000.0,0.0,False,False,0.0,0.0,0.0,量比1.27；成交額不足,量比1.27；成交額不足
203,1102,亞泥,35.65,1.22,-0.7,2.48,3.84,57.6,0,-18.1,-4664359.0,-264820.0,-8210504.0,-441175.0,False,False,0.0,0.0,0.0,量比1.22,量比1.22
204,1101,台泥,25.4,1.17,1.2,4.84,13.57,61.4,0,-9.0,-818420.0,-102000.0,-15376975.0,-172000.0,False,False,0.0,0.0,0.0,量比1.17,量比1.17
205,8016,矽創,202.5,1.03,-0.25,3.1,1.7,57.7,0,29.3,-17024.0,-8336.0,340619.0,-25655.0,False,False,0.0,0.0,0.0,量比1.03；成交額不足,量比1.03；成交額不足
206,2059,川湖,3355.0,0.96,2.44,0.12,15.57,50.1,0,38.9,-12942.0,-14964.0,85630.0,-65426.0,False,False,0.0,0.0,0.0,量比0.96,量比0.96
207,2049,上銀,242.0,1.06,-1.22,2.83,10.91,54.7,5,17.4,1349148.0,559.0,4224930.0,-441.0,False,False,0.0,0.0,0.0,量比1.06,量比1.06
208,2027,大成鋼,37.75,0.92,-1.95,1.67,13.57,53.5,5,25.1,4670776.0,894000.0,19973776.0,896000.0,False,False,0.0,0.0,0.0,量比0.92,量比0.92
209,2006,東和鋼鐵,71.0,1.19,-0.98,-5.0,2.18,45.4,6,-0.4,57000.0,-102000.0,1865000.0,-119000.0,False,False,0.0,0.0,0.0,量比1.19；成交額不足,量比1.19；成交額不足
210,2002,中鋼,20.05,1.07,-0.74,3.08,9.19,56.2,7,-2.3,8475350.0,-199000.0,79421730.0,-268972.0,False,False,0.0,0.0,0.0,量比1.07,量比1.07
211,1802,台玻,57.7,0.91,-3.03,1.1,44.94,53.9,0,16.4,-18702114.0,0.0,-5919778.0,2000.0,False,False,0.0,0.0,0.0,量比0.91,量比0.91；漲幅-3.0%
212,1795,美時,215.5,0.73,1.17,-7.55,3.15,39.3,1,173.6,195343.0,0.0,187343.0,0.0,False,False,0.0,0.0,0.0,量比0.73,量比0.73
213,1528,恩德,27.2,0.59,0.55,14.85,5.27,61.3,0,30.9,-1642985.0,-2000.0,-2041835.0,-16000.0,False,False,0.0,0.0,0.0,量比0.59,量比0.59
214,1723,中碳,78.1,0.33,1.17,3.09,0.8,51.1,2,13.8,299100.0,0.0,-11900.0,-420000.0,False,False,0.0,0.0,0.0,量比0.33；成交額不足,量比0.33；成交額不足
215,1722,台肥,46.3,0.77,-0.86,-0.42,0.71,50.0,0,18.9,-281575.0,0.0,2542425.0,-2000.0,False,False,0.0,0.0,0.0,量比0.77；成交額不足,量比0.77；成交額不足
216,1717,長興,80.0,2.52,8.4,26.3,159.22,72.0,3,5.4,395467.0,-8026488.0,29456407.0,-7790488.0,False,False,0.0,0.0,0.0,乖離26.3%,乖離26.3%
217,1708,東鹼,39.55,0.49,0.13,-2.4,1.34,47.3,2,5.4,917000.0,0.0,-1327300.0,0.0,False,False,0.0,0.0,0.0,量比0.49；成交額不足,量比0.49；成交額不足
218,1605,華新,31.65,1.09,0.64,-1.03,7.09,47.5,1,2.5,4006537.0,-60640.0,17563420.0,-100419.0,False,False,0.0,0.0,0.0,量比1.09,量比1.09
219,1590,亞德客-KY,1115.0,1.28,3.72,7.92,12.66,62.1,0,18.1,-4126.0,-15000.0,198226.0,-31744.0,False,False,0.0,0.0,0.0,量比1.28,量比1.28
220,1582,信錦,97.2,0.77,-2.7,5.89,9.53,55.9,2,-0.1,440959.0,-564.0,265339.0,-1194.0,False,False,0.0,0.0,0.0,量比0.77,量比0.77；漲幅-2.7%
221,1560,中砂,516.0,0.83,1.57,10.12,12.58,63.0,4,31.1,400924.0,-30000.0,1458881.0,159000.0,False,False,0.0,0.0,0.0,量比0.83,量比0.83
222,1773,勝一,152.0,0.62,-1.3,3.92,2.22,56.6,0,17.1,-81000.0,0.0,200015.0,0.0,False,False,0.0,0.0,0.0,量比0.62；成交額不足,量比0.62；成交額不足
223,3008,大立光,2310.0,0.63,1.32,0.63,8.75,52.9,4,10.8,142500.0,-2966.0,1033141.0,-13479.0,False,False,0.0,0.0,0.0,量比0.63,量比0.63
224,3006,晶豪科,156.0,1.05,0.65,-5.79,25.86,46.6,0,188.1,-1408311.0,-16000.0,-12318538.0,-309000.0,False,False,0.0,0.0,0.0,量比1.05,量比1.05
225,3005,神基,100.0,0.92,-0.5,-15.68,3.48,29.8,0,-7.4,-1387484.0,-238000.0,-2143484.0,-349000.0,False,False,0.0,0.0,0.0,量比0.92,量比0.92
226,2912,統一超,227.5,0.65,-1.52,2.99,3.07,58.2,0,4.9,-346534.0,-3383.0,-144861.0,-3383.0,False,False,0.0,0.0,0.0,量比0.65,量比0.65
227,2891,中信金,54.0,0.75,-1.46,2.63,23.43,54.4,1,,-21138307.0,720997.0,-25878516.0,2750322.0,False,False,0.0,0.0,0.0,量比0.75,量比0.75
228,2890,永豐金,32.7,0.95,-1.21,2.77,6.3,59.7,6,50.7,3685355.0,-1789762.0,21589131.0,-3916722.0,False,False,0.0,0.0,0.0,量比0.95,量比0.95
229,2887,台新金,24.55,0.49,-0.41,0.64,9.3,54.5,3,,1415363.0,-2096883.0,9645355.0,-3916371.0,False,False,0.0,0.0,0.0,量比0.49,量比0.49
230,2404,漢唐,926.0,1.13,2.09,-2.99,34.17,50.4,1,100.6,163827.0,-217906.0,-1255226.0,-32906.0,False,False,0.0,0.0,0.0,量比1.13,量比1.13
231,2885,元大金,47.7,0.82,-0.52,5.09,9.39,62.1,4,,1380068.0,-828711.0,6148503.0,5449865.0,False,False,0.0,0.0,0.0,量比0.82,量比0.82
232,2884,玉山金,32.25,1.15,-1.07,-1.32,8.33,45.7,0,10.2,-5776212.0,-155729.0,-3491132.0,-681921.0,False,False,0.0,0.0,0.0,量比1.15,量比1.15
233,2883,開發金,21.15,0.8,-0.7,4.45,8.08,61.7,1,,-3423781.0,1087007.0,44768328.0,1475511.0,False,False,0.0,0.0,0.0,量比0.80,量比0.80
234,2882,國泰金,72.9,0.94,-0.95,0.71,15.0,51.0,15,,-6756557.0,1214691.0,-3560789.0,6110685.0,False,False,0.0,0.0,0.0,量比0.94,量比0.94
235,2881,富邦金,87.6,1.23,-1.02,-1.19,18.23,44.4,10,,-10071328.0,95570.0,-19012554.0,2832837.0,False,False,0.0,0.0,0.0,量比1.23,量比1.23
236,2880,華南金,34.1,0.95,-1.45,0.03,4.3,51.9,3,,1950467.0,-1446000.0,5253000.0,-1713815.0,False,False,0.0,0.0,0.0,量比0.95,量比0.95
237,2855,統一證,31.65,0.55,0.8,0.65,1.01,51.1,1,-66.2,652133.0,-48000.0,-2064867.0,-30000.0,False,False,0.0,0.0,0.0,量比0.55；成交額不足,量比0.55；成交額不足
238,2731,雄獅,161.5,0.56,0.94,-2.9,0.54,44.6,0,10.9,-29082.0,0.0,-1122643.0,0.0,False,False,0.0,0.0,0.0,量比0.56；成交額不足,量比0.56；成交額不足
239,2886,兆豐金,39.85,0.97,0.25,1.74,9.83,58.6,0,,-914972.0,-138647.0,19374645.0,5088226.0,False,False,0.0,0.0,0.0,量比0.97,量比0.97
240,3062,建漢,30.45,0.94,-1.14,15.67,11.28,60.7,1,30.9,-3822100.0,1000.0,-2595600.0,1000.0,False,False,0.0,0.0,0.0,量比0.94,量比0.94
241,3049,精金,11.95,1.52,-4.4,-9.26,2.06,48.0,0,-45.7,-4727705.0,0.0,-3035505.0,0.0,False,False,0.0,0.0,0.0,成交額不足,漲幅-4.4%；成交額不足
242,3045,台灣大,110.0,0.83,0.0,1.28,5.67,62.8,25,5.8,2275009.0,265554.0,7802733.0,2109020.0,False,False,0.0,0.0,0.0,量比0.83,量比0.83
243,3044,健鼎,375.0,1.14,-0.79,3.53,15.99,55.4,4,24.4,926408.0,-102740.0,1304288.0,-181797.0,False,False,0.0,0.0,0.0,量比1.14,量比1.14
244,3042,晶技,118.0,3.1,9.77,26.01,43.28,83.0,1,2.7,64000.0,-529.0,1434000.0,-1529.0,False,False,0.0,0.0,0.0,乖離26.0%,漲幅9.8%；乖離26.0%
245,3037,欣興,638.0,0.77,2.08,25.97,198.5,68.3,2,23.3,3245419.0,509112.0,9641915.0,1204444.0,False,False,0.0,0.0,0.0,量比0.77；乖離26.0%,量比0.77；乖離26.0%
246,3036,文曄,225.5,1.14,0.67,-0.31,14.99,53.6,3,118.9,3095375.0,-2879505.0,3676933.0,-3236707.0,False,False,0.0,0.0,0.0,量比1.14,量比1.14
247,3010,華立,129.0,0.82,0.39,2.74,1.37,55.8,4,23.7,79999.0,-10090.0,974999.0,-11667.0,False,False,0.0,0.0,0.0,量比0.82；成交額不足,量比0.82；成交額不足
248,3034,聯詠,394.0,1.07,-1.38,2.71,10.96,54.8,0,-9.6,-478288.0,-75737.0,903840.0,-208578.0,False,False,0.0,0.0,0.0,量比1.07,量比1.07
249,9933,中鼎,35.35,0.8,-0.7,3.48,1.57,54.1,1,-24.6,763302.0,-29000.0,1616658.0,-49000.0,False,False,0.0,0.0,0.0,量比0.80；成交額不足,量比0.80；成交額不足
250,3030,德律,303.0,1.71,9.98,18.58,44.91,70.3,0,14.7,-57109.0,-2777.0,-2217021.0,609425.0,False,False,0.0,0.0,0.0,未通過,漲幅10.0%
251,3026,禾伸堂,194.0,1.31,5.72,51.14,32.96,82.4,0,0.1,-749745.0,-2329.0,1870911.0,-3329.0,False,False,0.0,0.0,0.0,乖離51.1%,乖離51.1%
252,3023,信邦,274.0,0.9,0.74,9.91,4.41,62.4,5,7.5,396641.0,-83244.0,768787.0,-41244.0,False,False,0.0,0.0,0.0,量比0.90,量比0.90
253,3019,亞光,125.5,1.03,0.4,-3.17,2.04,44.0,0,12.3,-168950.0,-1102.0,99050.0,-1102.0,False,False,0.0,0.0,0.0,量比1.03；成交額不足,量比1.03；成交額不足
254,3017,奇鋐,2265.0,0.82,1.34,14.97,72.91,64.1,3,111.7,60337.0,-31627.0,1137290.0,-22616.0,False,False,0.0,0.0,0.0,量比0.82,量比0.82
255,3013,晟銘電,103.5,1.21,1.47,4.17,2.29,52.6,3,40.8,246100.0,0.0,914312.0,0.0,False,False,0.0,0.0,0.0,量比1.21；成交額不足,量比1.21；成交額不足
256,3035,智原,149.5,0.92,-1.64,-1.9,2.63,47.3,1,-69.4,67245.0,-4611.0,474245.0,-4894.0,False,False,0.0,0.0,0.0,量比0.92,量比0.92
257,2458,義隆,130.5,0.78,-1.88,-1.08,3.16,51.5,3,19.8,218070.0,-99745.0,4027638.0,-286648.0,False,False,0.0,0.0,0.0,量比0.78,量比0.78
258,2455,全新,299.0,1.06,3.82,22.43,86.38,68.3,9,16.6,1101911.0,66734.0,-2582665.0,698734.0,False,False,0.0,0.0,0.0,量比1.06,量比1.06
259,2454,聯發科,1575.0,0.63,0.0,-4.82,90.68,45.2,0,12.9,-1441359.0,-276294.0,-2250132.0,-509616.0,False,False,0.0,0.0,0.0,量比0.63,量比0.63
260,2451,創見,240.5,1.52,3.22,-0.35,26.94,50.0,1,380.6,1831657.0,-597827.0,-4500436.0,-884987.0,False,False,0.0,0.0,0.0,未通過,未通過
261,2449,京元電子,277.5,0.7,0.91,-3.68,34.15,47.7,0,36.1,-435937.0,-1961164.0,-788980.0,-5199791.0,False,False,0.0,0.0,0.0,量比0.70,量比0.70
262,2441,超豐,92.8,0.54,-1.28,4.06,4.4,53.3,2,14.3,-84445.0,4606.0,4412187.0,-4898394.0,False,False,0.0,0.0,0.0,量比0.54,量比0.54
263,2436,偉詮電,61.6,0.71,0.16,2.02,1.14,52.5,1,25.8,83900.0,-6000.0,333910.0,-18000.0,False,False,0.0,0.0,0.0,量比0.71；成交額不足,量比0.71；成交額不足
264,2634,漢翔,46.45,0.9,-0.21,-7.27,1.23,35.6,0,-7.0,-77165.0,0.0,-496851.0,-14000.0,False,False,0.0,0.0,0.0,量比0.90；成交額不足,量比0.90；成交額不足
265,2426,鼎元,47.3,0.81,10.0,46.85,12.43,73.0,3,-14.1,473700.0,0.0,4918699.0,0.0,False,False,0.0,0.0,0.0,量比0.81；乖離46.8%,量比0.81；漲幅10.0%；乖離46.8%
266,2421,建準,141.0,0.82,3.3,2.63,5.96,53.3,0,22.5,-6993.0,-687.0,1019827.0,-1985612.0,False,False,0.0,0.0,0.0,量比0.82,量比0.82
267,2419,仲琦,35.85,0.54,-2.98,13.41,4.41,59.4,0,55.0,-1461200.0,0.0,-929300.0,0.0,False,False,0.0,0.0,0.0,量比0.54,量比0.54；漲幅-3.0%
268,2413,環科,53.6,2.0,9.95,4.08,3.74,54.7,1,17.6,1130000.0,-1000.0,227948.0,-9000.0,False,False,0.0,0.0,0.0,未通過,漲幅9.9%
269,2412,中華電,135.5,0.88,0.37,0.13,9.31,55.4,6,7.6,508225.0,178419.0,-363082.0,1473873.0,False,False,0.0,0.0,0.0,量比0.88,量比0.88
270,2409,友達,18.15,1.45,-3.2,14.18,151.41,63.5,0,0.6,-82542534.0,-1769.0,125059499.0,-4544.0,False,False,0.0,0.0,0.0,未通過,漲幅-3.2%
271,2408,南亞科,215.0,0.99,4.88,-7.85,200.97,45.4,1,560.0,18152083.0,-262325.0,-10725029.0,-811088.0,False,False,0.0,0.0,0.0,量比0.99,量比0.99
272,2406,國碩,32.5,1.37,2.85,-4.76,3.85,48.1,0,160.1,-7000.0,0.0,-509970.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
273,2428,興勤,169.0,1.11,4.32,4.68,3.54,57.3,0,11.3,-330037.0,-434.0,818963.0,-1830434.0,False,False,0.0,0.0,0.0,量比1.11,量比1.11
274,2618,長榮航,34.85,1.13,0.14,0.59,5.27,47.4,1,18.5,1518335.0,-1401824.0,3234511.0,-2105891.0,False,False,0.0,0.0,0.0,量比1.13,量比1.13
275,2615,萬海,77.1,1.03,-1.53,-1.9,6.5,48.1,0,-10.7,-1417835.0,-8819.0,-319145.0,-11421.0,False,False,0.0,0.0,0.0,量比1.03,量比1.03
276,2610,華航,18.1,1.08,-0.28,-2.95,4.95,38.4,0,20.0,-11095470.0,-2081891.0,-29712104.0,-2088891.0,False,False,0.0,0.0,0.0,量比1.08,量比1.08
277,2609,陽明,51.3,1.12,0.0,-9.23,9.03,36.3,0,-5.9,-3540864.0,-108511.0,-14627571.0,-573768.0,False,False,0.0,0.0,0.0,量比1.12,量比1.12
278,2606,裕民,61.0,0.93,0.33,0.09,1.44,52.4,4,17.7,300197.0,-205547.0,2283197.0,-481579.0,False,False,0.0,0.0,0.0,量比0.93；成交額不足,量比0.93；成交額不足
279,2605,新興,39.6,0.6,1.54,1.83,2.24,53.8,1,34.7,174005.0,0.0,244911.0,1000.0,False,False,0.0,0.0,0.0,量比0.60；成交額不足,量比0.60；成交額不足
280,2603,長榮,202.5,1.05,-0.25,-2.63,16.88,48.2,2,-17.9,574099.0,-171725.0,-2893146.0,-1004786.0,False,False,0.0,0.0,0.0,量比1.05,量比1.05
281,2467,志聖,542.0,1.09,9.83,37.36,29.3,80.6,0,77.6,-133042.0,-39000.0,-257625.0,405001.0,False,False,0.0,0.0,0.0,量比1.09；乖離37.4%,量比1.09；漲幅9.8%；乖離37.4%
